Name,Description,Logo_url
Boundless,"Create beautiful, dynamic, multisided web applications — without writing a single line of code. The possibilities are boundless.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Boundless-8ae0521e-89cd-4125-931d-0429742c801e.png
Bildr,"Bildr empowers you to build web apps, launch SaaS products and create useful and beautiful software in the world, with or without code.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bildr-263dad6c-a884-4b4b-95f5-9de438ac8b99.png
n8n.io,"The workflow automation platform that doesn't box you in, that you never outgrow",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598728677x567977794055580800/n8n.io%20.png
PressPad,PressPad is a software as a service platform that is built around the publishers' needs.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/PressPad-6f9ae4ab-6698-47ac-ad89-93d8254a550c.png
Generato,Unknown platform. No information available.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Generato-1ee80eb7-d2ae-4eec-ba08-104959d20e4d.png
Scriptworks,"Scriptworks is a subscription based automated testing offering targeted at making easy script creation for Mobile, Web and API.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Scriptworks-6ea44009-f97f-499e-9277-b8343c343f04.png
Frontdeck,No-code website development solutions provider,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Frontdeck-c716b64d-a3b9-4138-8cf7-0ce087804b88.png
SnapWidget,"SnapWidget helps you display Instagram, Twitter, Facebook, TikTok and YouTube on your website to increase your followers.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/SnapWidget-fa3476b3-4198-49cc-aec0-9873def6bb9a.png
Heek,Heek is the first website builder powered by an intelligent chatbot.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Heek-826495e3-7746-4488-b268-472ff640d6f2.png
CodePen,"CodePen is a social development environment. At its heart, it allows you to write code in the browser, and see the results of it as you build.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/CodePen-a1aa471e-b9c9-486a-bbf4-b36807374ff1.png
WEM,Powerful software drives business innovation and efficiency. Deliver apps fast with low-no code application development platform WEM.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/WEM-c390c901-8c02-40f4-89e7-babf699a9ca0.png
airSlate,"Document workflow automation platform, offers no‑code technology, built‑in integration options and bots.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/airSlate-e3518228-e0bc-4378-9775-53f8c7dc4ae4.png
Naker,"Build an efficient 3D retail process for your product, marketing, and eCommerce teams with digital twins of your products.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Naker-81aa3e06-16f2-4612-886c-5ec7fcee50de.png
Tray.io,Evolve at the speed and scale of your business with the leader in low-code automation.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Tray.io-e26a7dca-3b9d-421f-bf6f-c5e95de896cc.png
Simple Scraper,"Web scraping made easy — a powerful and free Chrome extension for scraping websites in your browser, automated in the cloud, or via API.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Simple Scraper-0b5f841d-652a-4623-8ae6-303bcff815eb.png
Grapedrop,"The best page builder for your next project.
Great for lead generation, selling products, portfolios, events, and more.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Grapedrop-3371f82f-a022-4b6e-94c0-07a6055e35f6.jpg
Rota.rocks,Convert your WordPress Posts to a mobile app.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Rota.rocks-d252e6c3-ee31-4cf8-bc78-565a99cad76c.png
Ghost,"Build a website, publish posts, send newsletters, grow an audience, sell premium subscriptions, create a sustainable business around your creative work.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Ghost-26768203-3085-4d31-95ef-34c17f61e64a.png
Phiona,Phiona is a headless data platform with plug-and-play compatibility with SQL editors and BI tools.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Phiona-733ed4c3-c3f0-449d-b494-4b09bb5d075d.png
Octane AI,Octane AI makes it easy to create quizzes and surveys.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Octane AI-0055b0ad-aa0f-41a2-9c8b-38290d3c2ac2.png
Feedity,Feedity is a web-based service that generates RSS web feeds for web pages without a web syndication format.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Feedity-a6afb32d-c7f6-4658-9b77-4032233e6a95.png
Node-RED,"Node-RED is a programming tool for wiring together hardware devices, APIs and online services in new and interesting ways.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Node-RED-dad27f1d-d1fb-4adc-b491-5e57bc9fc4fc.png
UI Bakery,UI Bakery is a low-code platform to build web apps you never had time for.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/UI Bakery-a39ee4ae-98d6-471b-be7d-8617af33ae43.png
Crisp,"Meet the business messaging platform that gathers customer support, sales, and marketing.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Crisp-a02b1831-5abf-4312-b096-190e580620f1.png
miniAppMaker,Make mobile apps using Airtable!,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/miniAppMaker-878cfec8-f4f5-45eb-b0a7-3da3ab2228e1.png
Kreezalid,Kreezalid allows you to quickly scale your marketplace business through the integration of features focused on the growth of your community and your business.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Kreezalid-03ac0ae4-d6f5-438b-a5e3-9961ebf4ef16.png
Slingr,Slingr is a development platform for founders with a vision. The Slingr development platform removes every barrier to the success of your startup.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Slingr-19ce8da2-ecf5-4c82-a781-385e369b7093.png
Builder,Build a native mobile app for your Android and iOS devices without writing any code with our no-code application builder.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Builder-eb60fcea-150e-4c0b-8fd9-fde0b86e5e6a.png
Colabel,"Simple but powerful AI for documents, images, and text, that automates your daily repetitive tasks.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Colabel-8e166145-2c66-4568-a888-558cae5569bb.png
Datawrapper,"Datawrapper lets you show your data as beautiful charts, maps or tables with a few clicks.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Datawrapper-7da5e5b6-dd13-463a-b5f2-323a65d56c8f.png
Boomi Flow,Boomi Flow automates business workflows and builds applications with low code and cloud-native technologies to make digital experiences happen.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Boomi Flow-052c6d62-b49e-4a7b-81a4-0cc59d3d8899.png
Knack,Knack makes it easy to build online databases without coding.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Knack-aba18b3f-76da-491d-b722-9a8c0f4f8c9d.png
Trolley,"Trolley is the payouts platform of choice for businesses that need to pay creators, musicians, artists, makers, vendors...",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Trolley-7830544f-3bb7-4787-9388-fa5654ecc38b.png
IFTTT,"IFTTT, which stands for ""if this, then that,"" is a slick and extremely useful service that lets you connect apps, services, and smart home devices.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/IFTTT-874a1439-4db9-47a2-8d2e-3afe48c709db.png
ChatJS,The Amazon Connect Chat javascript library (ChatJS) gives you the power to build your own chat widget to customize the chat experience.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/ChatJS-f373495b-99fd-4bfb-81f2-92314426c27e.png
EasyCSV,EasyCSV is the CSV import tool that can be setup by anyone. Maintainable by anyone.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/EasyCSV-faa8b1d3-25c4-40fa-a618-dd66407ea676.png
Checkout Page,Checkout Page helps businesses sell digital products & services on their site and landing pages without an e-commerce store.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Checkout Page-ac57092e-2c71-401b-9f85-f4a9eb6319ab.png
Taskade,"Taskade is the ultimate to-do list app for managing tasks, writing notes, and collaborating with others.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Taskade-e8a2f4e7-da8c-42e5-a4e2-96580e64bb25.png
Really Simple Store,Embeddable payment cards that trigger Zapier events when purchased.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Really Simple Store-4bbc652d-1fbb-4d51-a39e-bd705094f2d2.png
GrowSurf,Referral software for SaaS/software businesses and newsletters.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/GrowSurf-a7f4399a-6344-4e5d-b354-12e17698edbb.png
Fivetran,"Effortlessly centralize all the data you need so your team can deliver better insights, faster. Start for free.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598705733x707032764011023900/Fivetran%20.png
Versoly,"Versoly allows creators, founders and marketers to move, test and grow faster with pre-built blocks, templates and CMS.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Versoly-b1ace8bd-4fb6-495c-8d96-d83ac903567b.png
Adalo,Adalo makes creating apps as easy as putting together a slide deck. Turn your idea into a real native app,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Adalo-3e8756b7-93e0-4ee0-95e5-4ae13d43ad10.png
Elastictable,Backend as a Service provider.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Elastictable-c79f5d53-f546-4be2-bf32-1324f46da3d6.png
Unqork,"Unqork helps large companies build, run, and manage complex applications without writing a single line of code.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Unqork-33f9a2dd-1a01-49ed-bafd-208fb1069bdd.png
Paypal.me,Create your link and share it so customers can pay you directly.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Paypal.me-ce0b6c2b-fe0b-48ed-b2b5-20b6640aee07.png
Aptugo,"Aptugo allows developers to build and scale software at the speed of thought, always accessing the source code and keeping control of software quality and CTO's high expected standards.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Aptugo-16540b12-8eab-41e3-aa3e-bd6d7f9368b5.png
Tilda,"Create a website, landing page or online store with the Tilda website builder ",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Tilda-1b2314c4-a167-4d9d-813b-3c2f7baf6bcf.png
Bubble,"Bubble introduces a new way to build software. It's a no-code tool that lets you build SaaS platforms, marketplaces and CRMs without code.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bubble-ddd1ebba-c861-43c3-bde7-5de40b962bb5.png
English,English is a widely spoken language used for communication and is the official language of many countries.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/English-b9b2c13b-d6d3-4137-b751-30cd2ccae0e4.png
Octoparse,Octoparse is an extremely powerful data extraction tool that has optimized and pushed our data scraping efforts to the next level.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Octoparse-32147af9-6e77-44ce-8d45-056d6a4fb847.png
Scapic,"We started Scapic with a goal to be the simplest way you create, share and explore AR, VR & 3D experiences.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Scapic-c52ed3f1-91fb-441d-992d-8cdd4c6e9990.png
API Connector,The API Connector allows you to connect to almost any external API from Bubble.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/API Connector-721c1e80-6890-4d8d-8557-89aa8bf36a2f.png
Sandbox Commerce,Create a true omni-channel shopping experience with an AI powered virtual assistant to help customers while they shop in your store.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Sandbox Commerce-6ea2bf2d-46bb-48dc-8f90-9068bcf0fdac.png
Sheet API,"The Google Sheets API lets you read, write, and format Google Sheets data with your preferred programming language, including Java, JavaScript, and Python.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Sheet API-1783813b-169e-4566-9e99-c4234578bdf0.png
Wappler,"Wappler is a low-code software, that allows you to visually build responsive websites, mobile and desktop apps with no vendor lock-ins and complete hosting.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Wappler-72af00e6-2130-48bb-a86f-9144784d35c9.png
Pazly,"Are you a future entrepreneur, marketer, innovator? Want to see if your idea could be a successful business? Then Pazly is for you. Build websites in minutes",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Pazly-95c9825e-20f8-4128-be05-788382b4c046.png
Carbonmade,"Your website is made out of blocks, and Carbonmade has many of them, each with their own customizations.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Carbonmade-b46688cc-eabe-4bef-9bad-811a603d8cb7.png
Kodika.io,A revolutionary platform in your Mac and iPad capable to build powerful apps. 10x Faster. No code skills required.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Kodika.io-68691007-07f2-4df7-a250-505dc290168c.png
Databread,"Make your browser work for you with Databread. The insights, tools, and data you need to do your job, always just one click away.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Databread-1e6f005b-1007-4376-b0a6-b69ba4bb84da.png
grid.studio,The fastest tool to build and launch websites and landing pages.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/grid.studio-58338997-0df4-4a2c-9837-9055aa878027.png
Metricsart,Metricsart platform empowers developers and business analysts to create productivity solutions without using any programming skills.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Metricsart-5a8a2fab-3667-4135-8f39-9c317b7ab2b9.png
Universe,Universe is the first website builder and commerce platform built for mobile devices.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Universe-e95252e3-d3f2-447a-9d63-3bf7799d5bbb.png
AWeber,"Get email marketing, landing pages, web push notifications, and so much more",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/AWeber-7d69574c-6174-466e-b5d7-4d55598b9947.png
Formito,"Formito offers ready-to-use feedback form templates, so you can gather information about your products, company, processes, events, or employees.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Formito-3424e675-7209-4edb-80a8-6392582413d7.png
Shopify,"Whether you sell online, on social media, in store, or out of the trunk of your car, Shopify has you covered.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Shopify-85853135-5f9c-486d-b3b3-cd3f64c15f1a.png
Flexyform,Contact form backend as a service. Create your form and post to our URL. We handle the rest!,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Flexyform-57f922f8-84fe-45ae-8de7-884aa5e44398.png
Descript,"There are simple video editors & there are powerful ones. Only Descript is both & it features magical AI, so you can skip the hard part of editing.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Descript-c2d41d93-09fa-405e-8dd9-55d1712f7be7.png
JavaScript,"In simple terms, JavaScript is a programming language used to make websites interactive. If you think about the basic makeup of a website, you have HTML, which describes and defines the basic content and structure of the website, then you have CSS, which tells the browser how this HTML content should be displayed—determining things like color and font. With just HTML and CSS, you have a website that looks good but doesn’t actually do much.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/JavaScript-88084bef-d554-4d15-823a-f1178c6bf6cc.png
Zudy,Full Stack development capabilities in a no-code platform.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Zudy-2f8ed100-211c-49c4-bd4c-820b8cc0d6de.png
sheet2api,Use Google Sheets via REST API. One-click setup. Use as a database or CMS.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/sheet2api-0b0912e2-6001-4dd2-ac09-794137b41377.png
Murkstom,Build 100% native mobile apps with no-code.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Murkstom-e71bd3cd-bd02-4646-ae9e-7e7048abd22e.png
Bloggi,A simple but powerful editor that lets you write without distractions. Just you and the words.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bloggi-7b22f83e-0eb2-4604-8e3b-2c65aa6d1a86.png
Intersect Labs,Intersect Labs enables business users to build data apps to automate data processing.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Intersect Labs-27229d63-66c4-4415-8064-954a99afd4e4.png
Obviously AI,Obviously AI is a no-brainer tool for predictive analytics. Easy to integrate and predict outcomes without any knowledge of machine learning.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Obviously AI-8e066dc6-2c7c-46ea-a917-ab5da11889fd.png
PowerImporter,"Get it done right with our ready-to-run workflows, crafted by no-code experts.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/PowerImporter-d264cad1-03f5-432c-8b46-83cb9de18d67.png
Tadabase,"Keep all your data organized, analyzed, and accessible so all team members are using one source of truth.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Tadabase-3af32c71-72cf-499e-889e-844979e61dce.png
Retool,"Stop wrestling with UI libraries, hacking together data sources, and figuring out access controls. Start shipping apps that move your business forward.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Retool-1b83e9e1-bcd3-4e73-a0b8-e9cd417902b9.png
Maker,Unknown platform. No information available.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Maker-f77bb19a-de5b-400f-b8c9-78d3f08e5061.png
Make (ex. Integromat),Integromat lets you connect apps and automate workflows in a few clicks. Move data between apps without effort so you can focus on growing your business.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Make (ex. Integromat)-e47c7953-0ba9-446d-8005-613449efa1a8.png
UBot Studio,"UBot Studio is the secret behind hundreds of successful products, and allows royalty-free redistribution.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/UBot Studio-29586570-e615-470b-b4fa-35516822c4f3.png
Outgrow,"Use Outgrow's simple, no-code tools to acquire qualified leads.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Outgrow-49cd8e8c-d8f4-4724-966a-dcf307b1a739.png
FormBeaver,FormBeaver is a self-hosted visual software builder. It lets you build and host custom database apps without writing code.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/FormBeaver-24cc86e3-3b26-46ed-9eb1-d772463ab403.png
Blocks UI,A JSX-based page builder for creating beautiful websites without writing code.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Blocks UI-0d84fc88-22a2-4f10-b133-47d5bf8cebec.png
DashDash,"Versatile, easy to automate and delightful to share. Rows is the next-generation spreadsheet to get work done.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598674410x417060321401993000/DashDash%20.png
Ampstor,"Build and publish web pages, that look like Instagram stories. Free and without coding.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Ampstor-51d559eb-c556-482a-8f1d-7ebc3dc6a437.png
Mendix,Mendix is the fastest & easiest low-code platform used by businesses to develop mobile & web apps at scale.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Mendix-8035385d-a2ae-4c81-94cb-440e84ab5303.png
Elliot,"Instantly sell & ship to 130+ countries, no coding or credit card required.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Elliot-9c2c09fa-3715-40f4-a6a9-8b8183f579ce.png
Dropsource,"Dropsource delivers custom mobile experiences, fast. Our full stack mobile development agency will build you a beautiful and immersive mobile app in just weeks.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Dropsource-d539a983-c47b-4420-8b92-5da613687d92.png
InteractiveCalculator,Robust calculator builder that ticks all the boxes. No Code You don't need a developer to create your calculator.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598635761x782748703577901700/ic.jpeg
Bravo Studio,"Make, manage and maintain mobile apps for iOS and Android.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bravo Studio-449fea1f-4339-41eb-8bd6-87ed3c71ef3c.png
Sheety API,"Sheety turns your spreadsheet into a Restful JSON API, meaning you can get data in and out of your spreadsheet using simple HTTP requests and URLs.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Sheety API-32954288-703a-4242-9abf-2f8f88b64676.png
Klaviyo,"Klaviyo, an ecommerce marketing automation platform for email marketing and sms syncs your tech stack with your website store to scale your business.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Klaviyo-6304fce0-a702-45fd-8d07-3b9650cafc99.png
Dashblock,Dashblock is the easiest way to automate websites without coding.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Dashblock-65057717-413d-4ea6-947e-4f6183c10710.png
Metaranx,Metaranx is a platform that makes it easy to find and search through your local businesses.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598589726x304548363263040800/Metaranx%20.png
Process Street,"Process Street is a simple, free and powerful way to manage your team's recurring work.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Process Street-ec7b9482-5c2e-457f-8f2c-c7bb9e887a80.png
Softr,"Softr is the easiest, fastest way to build a professional web app on Airtable.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Softr-083508ed-66f6-4b43-9009-eeb51b02febe.png
Botmother,"Constructor of chat bots for Telegram, WhatsApp, Viber, Facebook, Instagram, VKontakte and Odnoklassniki ",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Botmother-b6312b19-915e-4ac0-9226-2796567a0139.png
ZapWorks Designer,"ZapWorks Designer makes it super simple to engage your customers with stand-out WebAR experiences – no apps, no downloads and no coding.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/ZapWorks Designer-9107d79e-01b7-479f-bf4e-56cdc78c5b7d.png
Custom Code,"Custom code comes in many shapes and forms. Often, custom code is used to connect two systems together.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Custom Code-9f5f41e6-40a1-492e-a62c-b225f09de0a2.png
Google Analytics,Google Analytics is a platform that collects data from your websites and apps to create reports that provide insights into your business.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Google Analytics-8bc0b881-d86d-4c3e-aad6-7cf066067fd3.png
Oracle,"Oracle Fusion Cloud Applications have everything you need to optimize your business, make faster and better decisions, and outpace change.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Oracle-edf92226-fbff-4701-a46c-a3f895939a6d.png
SAP,Software solutions for managing business operations and customer relationships.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/SAP-aa846979-99b1-41ef-a3d9-7973b13c8067.png
Project Management,"Project Management platforms are tools used to plan, organize, and manage projects efficiently.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Project Management-44f42629-98c4-443d-a791-2ac09342ba6b.jpg
Product management,Product Management platforms assist in managing the development and launch of products.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Product management-9da1c7d5-894d-4eb7-899d-1a762058a034.png
Albato,"Want to connect more than just a few apps? No problem. Albato helps you solve even the most complex automation problems, allowing you to build ecosystems across dozens of apps and platforms.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Albato-25ac354c-ad48-4e3c-8fd5-18cd8535060d.png
Parsehub,ParseHub is a free web scraping tool. Turn any site into a spreadsheet or API. As easy as clicking on the data you want to extract.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Parsehub-9c07bc1a-b9ae-4a33-8418-e1550fad356f.png
swipepages,Unknown platform. No information available.,
Instapage,Instapage gives us the ability to tailor our landing page content and layout to tell a unique story for each geographical target.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Instapage-b3a0f599-6fef-472e-8b94-ac77d414732f.png
Canvas,Canvas is a learning management system (LMS) used in education for creating and delivering online courses.,
Postman,Postman simplifies each step of the API lifecycle and streamlines collaboration so you can create better APIs—faster.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Postman-9dfe4d43-a5b8-4ced-9613-39351dee20f8.png
Autopilot,Autopilot is a marketing automation platform that helps businesses automate their marketing tasks.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Autopilot-7bdcbd01-1a3b-49e7-baee-b2ba12e0f2f0.png
clickSend,"clickSend is a communication platform that provides SMS, voice, and email services.",
ApiToBot,Create an Alexa Skill or Google Action without coding.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/ApiToBot-f55bc016-7576-4c9b-8a9d-2eaa28fcf6fa.jpg
Dynamicweb,Dynamicweb is a content management system (CMS) that allows users to create and manage websites.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Dynamicweb-46a9be43-9eff-4ee3-b3d8-51d65fa61af6.png
MySQL,MySQL is an open-source relational database management system (RDBMS) commonly used in web development.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/MySQL-617e01ef-9180-48d6-a0d5-b1d4cf4a394a.png
Docker,"Docker is an open-source platform used for containerization, allowing applications to run in isolated environments.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Docker-b57b93e3-43b2-400a-8c2d-3853e443cce7.png
Framer,"Framer’s canvas is incredible for web design. Create web pages with text, links, media, and animations—no code needed.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Framer-0485efe0-c5f0-416f-9cb6-d6a8870e3834.png
FlutterFlow,FlutterFlow is an online app builder that lets users easily build native cross platform applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/FlutterFlow-6b8325dd-5d8b-4fb2-ad47-60e41869ace6.png
Bubble Plugin Development,Bubble is a visual web development platform that allows users to create web and mobile applications without coding.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bubble Plugin Development-1f828ddd-cb8c-42df-8969-047a2d01d13c.png
Invision,InVision is the visual collaboration platform powering the world's smartest companies.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Invision-70d5a2b9-c3f9-4f4e-9e06-084a66487a33.png
Twitch,Twitch is a live streaming platform primarily focused on video game streaming and esports content.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Twitch-81207571-df2f-4aa8-a97c-6326b33de280.png
ROIstat,Unknown platform. No information available.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/ROIstat-3dd5db8c-e56d-448b-bceb-c49564dbdb07.png
Flutterwave,"Sell online, process payments, build financial products, or use business tools designed to grow your business.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Flutterwave-f4a845b6-8b4f-4b75-8800-44f0c7aa3ce5.png
Multivendor,Multivendor platforms enable the creation and management of online marketplaces with multiple sellers.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Multivendor-de21cd7d-1d3c-45a3-85a5-483217dd4017.png
Google Ads,"Google Ads is a product that you can use to promote your business, help sell products or services, raise awareness, and increase traffic to your website.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Google Ads-a9e4d631-d5ab-42e8-a38f-a48cd591b732.png
Google sites,Google Sites is a website creation tool that allows users to build and publish websites easily.,
Without Code,Without Code is a platform that enables the creation of web and mobile applications without coding.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Without Code-dd3f7187-dc49-4b26-8625-3afa3251e510.png
Community.lawyer,"Replicate and automate your unique templates and processes, so they’re done the right way — your way — every time.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598552254x964803800985168000/law.jpeg
Dropbox,Dropbox is a cloud storage and file synchronization service that allows users to store and share files.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Dropbox-372433ba-fbab-44c4-8cec-17f0f3b92d81.png
Evernote,"Remember everything and tackle any project with your notes, tasks, and schedule all in one place.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Evernote-5f5c8a8c-2437-4fa1-8107-6a66c4467840.png
