Name,Description,Logo_url
Revue,Revue makes it easy for writers and publishers to send editorial newsletters — and get paid.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Revue-c1e5629e-cb4f-41e5-9e67-1a0163faa0db.jpg
AirList,We provide specialized CRM for Real Estate. Publish your real estate listings on every property portal now and manage them all in one system.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/AirList-e0a31541-e8d5-4519-b25b-71e605fd8714.png
Data Studio,Data Studio is Google's reporting solution for power users who want to go beyond the data and dashboards of Google Analytics.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Data Studio-359a209e-8e73-496b-a80c-9328afdda641.png
Communication,"Communication platforms facilitate the exchange of information, messages, and collaboration among users.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Communication-afd043d7-fc59-45e2-a41e-d224bd6ac475.png
MaterialUI,"Material 3 is the latest version of Google’s open-source design system. Design and build beautiful, usable products with Material 3.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598471190x770228637861926500/MaterialUI%20.png
Classroom,Classroom is an online learning platform developed by Google for educational institutions.,
1C Bitrix,Bitrix spearheads new web content management technologies. We were often the first to develop features that either became industry standards or are still standard-bearers.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/1C+Bitrix-64fc9e5b-cbbe-416c-b2db-13db4eaf4bdf.png
Monday,Quickly create enterprise-grade business apps for any team on top of monday.com Work OS.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Monday-616d2892-f486-46c3-9ef3-947e86d67e42.png
Magento,Magento is an open-source e-commerce platform written in PHP. It uses multiple other PHP frameworks such as Laminas and Symfony.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Magento-1c7e89fe-4c4a-43be-a271-fb07bc02798f.jpg
Workato,"Workato, a leader in Gartner MQ, is more than an iPaaS. It's an Intelligent Automation platform that can be used by both Business and IT.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Workato-2464c78c-3ec2-4d60-b628-78e6e3069c4c.png
c++,"C++ is a popular programming language. C++ is used to create computer programs, and is one of the most used language in game development.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597499414x229627107051378240/c%2B%2B.png
Buzzy,"Design, test and deploy working apps with real data, user-generated content and live forms without leaving Figma.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Buzzy-f81f7d56-09ce-4e68-a121-2df97b52aaca.png
unDraw,Open-source illustrations for any idea you can imagine and create.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/unDraw-f26d56fa-5670-4d03-849f-4fd178be58a0.png
Adobe Experience Manager,Adobe Experience Manager (AEM) is a content management system (CMS) that helps create and manage digital experiences.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Adobe Experience Manager-86a6e607-072f-42e0-a3b7-d8962edca6de.jpg
BeInformed,BeInformed is a low-code platform used for building and managing business applications.,
Udesly,"Use Webflow to design your project and convert it in seconds with Udesly to create professional themes for Shopify, WordPress, Jamstack or Ghost.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Udesly-82452130-87fe-4424-8b0b-467ed06c3a52.png
Terraform,Terraform is an open-source infrastructure-as-code (IaC) tool that enables the provisioning and management of cloud resources.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Terraform-40f7bbc4-2aa1-42f3-a48c-5e53d2d8ef00.png
Vimeo, Our all-in-one video platform turns your ideas into action.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Vimeo-c071f05c-2b77-4e59-a364-8e3802674e18.png
NodeJS WordPress,Node.js (Node) is an open-source development platform for executing JavaScript code server-side.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/NodeJS WordPress-1d70ec4c-ba50-4867-bafb-ace2365e300f.png
Klipfolio,"From custom dashboards and reports to self-serve exploration and analysis, Klipfolio helps you centralize data.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Klipfolio-bfbe11f7-ee29-4e0a-b0b8-74eadb3f5503.png
Unity,"Build real-time 3D projects for various industries across games, animation, automotive, architecture, and more.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Unity-77b41a40-3b9b-4b4c-99e8-2525bdd32d55.jpg
PostgreSQL,"It is a highly stable database management system, backed by more than 20 years of community development.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/PostgreSQL-6ba99689-bc3e-4bd3-88f5-6b4d947e76a2.png
Circle,"Bring together engaging courses, discussions, members, live streams, chat, events, and memberships — all in one place, all under your own brand.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Circle-b96b1654-59f7-41b6-af88-1685bfcf098f.png
Jetboost,"Real-time search, dynamic filtering, and more for Webflow — without writing code",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Jetboost-6a7f32c4-2320-4746-be79-296ecf0cb1b7.png
MySQL Google Sheets,Skills in working with MySQL and Google Sheets,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/MySQL Google Sheets-db0e87fd-52b5-4d81-98a4-5cc74c7cb757.png
Firebase,Firebase is an app development platform that helps you build and grow apps and games users love.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Firebase-9dff58b9-71cd-4f5a-aa84-d2fb8c0d9875.png
EnterpriseArchitect,"Enterprise Architect helps you trace high-level specifications to analysis, design, implementation, test and maintenance models using UML, SysML, BPMN and other open standards.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598085105x496614349619348500/EnterpriseArchitect%20.png
MODX,MODX is a content management system (CMS) and web application framework for building websites and applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/MODX-b92db324-94f4-4b04-84f8-acea12e73403.png
Angular,"Angular is a development platform, built on TypeScript. As a platform, Angular includes: A component-based framework for building scalable web applications.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Angular-f1be0a98-ae89-4907-9f27-38a93899bbb6.png
GIMP,This is the official website of the GNU Image Manipulation Program (GIMP).,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/GIMP-8b40543b-d3b6-4e8c-aad3-87804000df26.png
Easy,"IoT Edge solution to streamline data exchange between field devices and applications, with brownfield in mind.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598050511x765927224765978200/Easy.png
SCORM,SCORM (Sharable Content Object Reference Model) is a set of standards for e-learning content and LMS interoperability.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/SCORM-83aebe18-4778-444c-a854-9ba6624ae603.png
Calendly,Calendly is the modern scheduling platform that makes “finding time” a breeze.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Calendly-86934224-9f69-42db-a17d-66fbe54c6f95.png
Adobe Premiere,"Premiere Pro is the industry-leading video editing software for film, TV and the web.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Adobe Premiere-2ad1108b-6a48-454f-8cc7-3ae503f89038.png
Balsamiq Wireframes,Sketch your User Interface ideas and get everyone on the same page. It makes work fun!,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Balsamiq Wireframes-ea0843e7-916a-4600-b462-26858ce76d5e.png
Pixlr,"Edit photos and create stunning designs right in your browser, on your phone, or desktop for free.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Pixlr-5fd2e4b9-282c-48ec-8f37-d53070514e8e.jpg
AppGyver,"The world's first professional no-code platform, enabling you to build apps for all form factors, including mobile, desktop, browser, TV, and others.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/AppGyver-86223684-cd2f-4c24-8bb1-aa16d3d52b3f.png
8base,"8base lets startups, VC-backed scale-ups and enterprises build digital products and internal tools using low-code.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/8base-47bc175d-7096-4d9e-ac29-5edb3454cfa2.png
Front-end development,A front-end developer architect and develops websites and applications using web technologies.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Front-end development-9561d056-eeeb-4a4f-b2fe-519342e5c19d.png
Paystack,Paystack is a Nigerian online payment gateway that facilitates online transactions and payments.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Paystack-e94b5343-1013-4196-9ae4-f07fd01180c2.png
Craft CMS,Craft CMS is a content management system that provides a flexible and customizable platform for building websites.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Craft CMS-2995e75e-e104-473d-be3b-2e199427a712.png
Agora SDK,Agora SDK is a software development kit that provides real-time communication and interactive video features for applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Agora SDK-7f9d0092-23f9-48bc-a2ff-37cda93b173a.png
Core Java,t is a part of the Java programming language that one can use for developing or creating a general-purpose app.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Core Java-b408dfc1-80a4-4823-a8b1-1f8ba63727ed.png
FileNet,FileNet is an enterprise content management (ECM) platform that helps organizations manage and store content securely.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/FileNet-2a057bec-6a96-4109-9253-c0553b60a377.png
ServiceNow,ServiceNow is one such digital workflow software that we will be covering in this blog.  We will be doing in-depth ServiceNow reviews for users who are planning to use this software. It will help you decide whether it is the right tool for you or not.  ,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/ServiceNow-7713bbed-7a12-47cf-ada7-99d37a4568ee.png
CloudFlare,"CloudFlare is a web performance and security company that provides content delivery network (CDN) services, DDoS protection, and more.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/CloudFlare-b4e6eb76-4dd8-4b4f-aff6-2827860c7237.png
PhpRunner,PHP Runner is an application capable of automatically generating a whole catalog of web pages to insert information in the fields of a certain database.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/PhpRunner-18736c03-1ae4-4a02-937e-211b599f9b37.png
spline,Unknown platform. No information available.,
Zoho CRM,"Bring the very best out of your customer-facing teams with robust automation, comprehensive analytics, personalized solutions, and more.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Zoho CRM-f9b4cf5b-098a-41c5-91fe-8f7227c2660a.png
Jenkins,"Jenkins is an open-source automation server that helps automate the build, test, and deployment processes in software development.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Jenkins-abe26270-490a-4e53-8300-874d3f764d02.jpg
Spotify,Spotify is a digital music streaming platform that allows users to listen to millions of songs and podcasts.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Spotify-5e680c04-6614-492f-a9c6-a2fc6ada5b1b.png
Fluid UI,Fluid UI is a web-based prototyping tool used for designing and testing user interfaces (UI) and user experiences (UX).,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Fluid UI-c3d751ae-121b-4506-aaac-820c534d9043.png
Mapbox,Mapbox is a platform for creating and publishing custom maps and location-based applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Mapbox-69588b05-8506-4e41-92e8-8cc57c43ec8a.png
Gigamono,Unknown platform. No information available.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Gigamono-81f28d25-c4a1-4cef-85c5-3060be1e136b.png
Bizage,Rapidly build cloud apps with a low-code process automation platform.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598446412x840456733365328100/Bizage%20.png
Gmail, Gmail (pronounced Gee-mail) is a free Web-based e-mail service that provides users with a gigabyte of storage for messages and provides the ability to search for specific messages.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Gmail-88514c41-ea12-46eb-9752-2e3c6eaa7f9b.png
Slack,Slack is a messaging app for business that connects people to the information they need.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Slack-4d4699fd-7169-40e1-b8b0-997e5dbbb997.png
Leadpages,"Leadpages helps small businesses connect with an audience, collect leads, and close sales.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Leadpages-b0d45bc7-51e8-46f6-afa3-fad1642084fa.jpg
Ucoz,A free website builder offering a huge amount of tools and features. Time-tested and developer-friendly.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Ucoz-707739e8-04ac-402b-9061-f3b570c79f0c.jpg
ActiveCampaign,"The email marketing, marketing automation, and CRM tools you need to create incredible customer experiences.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/ActiveCampaign-cbd4a78f-064b-40ca-b42f-a693c73021a7.png
Flock,"Flock is a collaboration and messaging platform for teams that offers chat, video conferencing, and productivity tools.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Flock-7989f664-82cb-459f-8073-bf62b9cd3687.png
Netlify,"The fastest way to combine your favorite tools and APIs to build the fastest sites, stores, and apps for the web.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Netlify-6f4e5d7e-b3d1-484b-b991-5833d2c4c716.png
Behance,Behance is the world's largest creative network for showcasing and discovering creative work.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Behance-1e75a842-a8f7-4c5a-af96-3fe9b48eb3a4.png
Landbot,"Create conversational chatbots, conversational landing pages & websites, interactive surveys, lead generation bots & more.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Landbot-abee0cee-6ad1-4957-bcbb-8f13306523aa.png
QA Manual,"As a Manual QA Tester, your responsibilities and duties include the manual testing of new software in both the pre-and post-release stage of the development lifecycle.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/QA Manual-66aaa440-5e0e-46f5-9766-1f72c93ceeaf.png
Creatio.,One platform to automate workflows and CRM with no-code and a maximum degree of freedom.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597995457x456782916997979800/Creatio.png
CSS,"CSS describes how elements should be rendered on screen, on paper, in speech, or on other media.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/CSS-8e18ac5e-f44f-4e5e-89e1-567eccb039ea.png
API,An API is a set of programming code that enables data transmission between one software product and another.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/API-cc734ac9-8f2d-4aba-86fe-bc28126bdba2.png
Sendgrid,Learn what impact even a 1% inbox delivery improvement could have on your bottom line.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Sendgrid-c39bb778-b11e-4736-afbf-3014e4847d55.png
Tiller Money,"Keep a clear, confident view of all your money in one place™ with everything customizable, flexible templates, and no ads.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Tiller Money-e9ef1385-c7d2-4ada-a7bf-1f4bb57450ea.png
EditorX,Editor X is an advanced creation platform for designers and web professionals.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/EditorX-87d01257-ade7-4724-a900-8e30e82d76a1.png
Basin,"Stop fighting with opinionated outputs, hacking together server-side scripts, and losing legitimate leads.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Basin-b058670d-6530-4cd6-8788-90b2f3c4fd13.png
Jimdo,Design your website exactly how you want it—we provide everything you need to get started.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Jimdo-87f05839-decc-4032-b125-110db8ff1209.png
ProtoPie,"A prototyping tool for any digital product — from mobile to IoT, from desktop to connected experiences.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/ProtoPie-27e8defb-4165-4861-b3ca-18ddbf2af673.jpg
Google Optimize,Google Optimize is an A/B testing and personalization platform that allows businesses to optimize their websites and user experiences.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Google Optimize-9f79aeba-6d32-468a-ba49-9baeada9dab0.png
Intercom,"Intercom is a customer messaging platform that provides live chat, email, and other communication tools for businesses.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Intercom-68405e24-3df0-4731-b0b0-9337d2250c64.png
Python,"Python is a general-purpose language, meaning it can be used to create a variety of different programs and isn't specialized for any specific problems.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Python-e168b0ab-059f-4e0b-9f8c-b9da00cf341a.png
Articulate,Articulate is a software company that offers e-learning authoring tools for creating interactive and engaging online courses.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Articulate-592fcb6b-90a9-42e7-b5c5-a461e6aa925d.png
Proximis Unified Commerce,Proximis Unified Commerce is an omnichannel commerce platform that helps retailers provide a seamless shopping experience across various channels.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Proximis Unified Commerce-6586ad86-8cde-4334-a1b1-6c9fabdc3cb0.png
Diigo,"Save and tag your online resources for easy access anytime, anywhere.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Diigo-03f0877d-69ae-46b5-9ab8-4aa404a962a5.png
gohighlevel,gohighlevel is an all-in-one marketing and automation platform designed for agencies and businesses.,
Pipedream,https://pipedream.com/,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Pipedream-61f127db-86a7-4c6b-808e-6a97fe4d5952.png
Botamp,Botamp is a platform that enables the creation and management of chatbots for businesses and websites.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Botamp-aa1a78b8-40c1-4428-aa55-52235a7b1984.png
Facebook,Facebook is a social networking site that makes it easy for you to connect and share with family and friends online.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Facebook-15cd5bce-61fa-4b64-b353-afbfe9855d66.png
Loom,"Record your screen, share your thoughts, and get things done faster with an async video.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Loom-43832224-e09e-4106-8dcf-d05c41586c37.png
Gherkin,Gherkin is a language used for writing test scenarios in behavior-driven development (BDD) for software projects.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Gherkin-f53099a2-5c8e-4775-926c-6406f3edc4a8.png
CALCONIC,Engage your site visitors and boost your conversion rates with an attractive and interactive calculator.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597969650x391642408933641200/CALCONIC.png
IM Creator,IM Creator is a new way to create a website. Start from scratch or use our free website templates.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/IM Creator-b55d5620-7866-49aa-857b-ccc178ac8d8c.png
JSON,"JSON is perfect for storing temporary data. For example, temporary data can be user-generated data, such as a submitted form on a website.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/JSON-17495481-ed7c-4d4b-b0e0-58aca4f507ca.jpg
LinkedIn,LinkedIn is the world's largest professional network on the internet.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/LinkedIn-d9f02c51-709e-4e7e-8d29-7f3bc9fb6f3c.png
Hamcrest,"Hamcrest is a framework for writing matcher objects used in software testing, particularly in Java.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Hamcrest-dc1048ee-2023-4d3d-a389-4054f4e87073.png
Typedream,Typedream is a no-code platform for building and launching web applications and websites.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Typedream-ee081aad-f4e7-4785-acd0-cc81c0ada506.png
Appian,Our unified low-code platform and solutions maximize your resources and dramatically improve your business results.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Appian-ad482e6c-f3ef-4287-8669-e4fa58e1fbb7.png
Adobe Audition,"Adobe Audition is a digital audio workstation (DAW) used for audio editing, mixing, and mastering.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Adobe Audition-504d153a-0c35-43ef-b54b-aedb2348aaae.png
Atomic,"Built for enterprise – Atomic enables rapid, secure in-app customer engagement",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Atomic-9765b933-ae4c-4325-882c-aba729116278.png
Elementor Pro (plugin for WordPress),"Power your vision with Elementor to build, manage and host stunning websites!",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Elementor Pro (plugin for WordPress)-673e947b-a6d1-4fda-adb6-3a16b8ee1e83.png
filemaker,FileMaker is a cross-platform relational database application development platform used for creating custom apps.,
Scala,Scala is a programming language that combines object-oriented and functional programming paradigms.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Scala-5404f233-b8cc-4e83-bf03-6c2c478e4aa2.jpg
Express,Express is a web application framework for Node.js that simplifies the development of server-side web applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Express-64a47cab-5eb0-4dfb-91cb-b504be977bfb.png
Qualiware,QualiWare is a Business process Management tool.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Qualiware-7ac8ba18-b5b9-4d46-b5e1-d685614ae98c.png
SugarCRM,"SugarCRM is a customer relationship management (CRM) platform that helps businesses manage their sales, marketing, and customer support activities.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/SugarCRM-836a172a-0261-4f22-b098-c4263a046354.png
eMOBIQ,Disruptive Technology that changes the way Enterprise Mobile Apps are being built.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/eMOBIQ-a90c418d-1730-4566-bb45-03b7c3ce1fef.png
Jira,Jira is a software application used for issue tracking and project management.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Jira-68569b2a-3453-41dc-8321-b82fc5dcf546.png
TestNG,"TestNG is a testing framework for the Java programming language, designed to enhance and facilitate software testing.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/TestNG-56e1eefd-2191-4ec4-ac7d-eca1fe74a392.png
GSAP,GSAP (GreenSock Animation Platform) is a JavaScript library for creating high-performance animations and interactive web experiences.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/GSAP-c7dc5fd5-8c1a-4974-bf57-af02fccb6602.png
mockflow,"mockflow is a web-based platform for creating wireframes, user interfaces, and visual designs for websites and applications.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/mockflow-23ef4f99-3984-406a-834c-e8a45f2b38eb.png
Docparser,"Extract important data from Word, PDF and image files. Send to Excel, Google Sheets and 100’s of other formats and integrations.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Docparser-62bb3d34-d2f4-4877-8dbf-bab52b93ec93.png
GoogleLucidChart,Unknown platform. No information available.,
Parsing/Scraping,Email parsing and web scraping use machine learning and artificial intelligence (AI) to process unstructured data.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598993314x605078602405338500/Parsing%3AScraping%20.png
UserTesting,Hear what your audience is saying and see what they mean. So you can create better experiences.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/UserTesting-c70ae46b-f488-4e40-a275-c3487191686c.png
Selenium Grid,"Selenium Grid is a tool that allows for parallel test execution and distributed testing with Selenium, a popular web automation framework.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Selenium Grid-4770b787-0fb3-4974-b6ec-368adf172c75.png
Bonita,"Empower development teams with a low code platform that has built-in features, open extension points, and tools to create enterprise-grade applications.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bonita-23ff1c67-ec10-42d8-8f70-31f76fa2bb9e.png
segment,"Join 25,000+ businesses that use Twilio Segment's software and APIs to collect, clean, and activate their customer data.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597947821x846926992593114500/segment.png
Corvid,"Velo is a full-stack development platform that empowers you to rapidly build, manage and deploy professional web apps.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598405395x455510789388315460/Corvid%20.png
Amazon Honeycode,Amazon Honeycode is a no-code application development platform that allows users to build custom web and mobile applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Amazon Honeycode-8eb50204-bfd8-4195-b6ba-87f454785ca2.png
ArcGIS.Survey123,"ArcGIS Survey123 is a form-centric data collection application used for creating and managing surveys in thefield with ArcGIS, a geographic information system (GIS) platform.",
Clay,Clay simplifies your prospecting by bringing together the top 50+ data providers (access included!) into a simple spreadsheet.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Clay-cfc4949f-f928-4371-8a38-1b167f666eef.png
Prismic,Prismic is a headless content management system (CMS) that enables the creation and management of content for websites and applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Prismic-ea5464e5-688b-4dc1-9a98-6020655c32de.png
CICD Pipelines,CI/CD Pipelines are automated processes that facilitate continuous integration (CI) and continuous delivery (CD) of software applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/CICD Pipelines-d1bcbe7c-430d-4cb5-937d-bde8702b42cf.png
Manychat,"Automate interactive conversations in Instagram Direct Messages, Facebook Messenger, and SMS to grow your brand.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Manychat-051fca9a-6764-41ad-9c9c-02b2dc68ad4d.jpg
Eventbrite,"Eventbrite brings people together through live experiences. Discover events that match your passions, or create your own with online ticketing tools.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Eventbrite-4e7b6b19-13aa-4498-b742-78bbe8ec2b8b.png
standardlibrary,"Build and host Node.js endpoints in seconds. Connect to your favorite APIs like Airtable, Discord, Notion, Slack, Webflow and more.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598382463x741506975950545400/standardlibrary%20.png
Adobe XD,"Adobe XD is an all-in-one UX tool for designing and prototyping websites, apps, voice, games, and much more.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683596392602x955543426455243600/ux-ui.png
Asana,"With Asana you can easily organize the project, prioritize tasks, collaborate with the team, and track progress.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Asana-4e0d5354-8eab-4f8f-9644-31b9f837653d.png
Fomo,Fomo is a social proof marketing platform that displays real-time notifications of recent customer activity to boost website conversions.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Fomo-c5186074-bbc7-425f-a9bc-a4b696eb5482.png
SendinBlue,Thrive digitally as we guide your business with the right marketing & sales tools.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597908850x655828198824068000/SendinBlue.png
Internal,"Internal is the all-in-one platform for internal tools. Create custom workflows, automations, and apps that are deeply integrated with your backend systems — ultra fast.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Internal-ba62165e-8594-4acf-a918-c3d38218e7db.png
Canva,Canva is an online design tool that offers users the opportunity to create professional-looking graphics for media.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Canva-96f8d095-b397-45b2-b5ff-cd705cfb0bab.png
Full-stack development,A full-stack developer is a web developer or engineer who works with both the front and back ends of a website or application.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Full-stack development-e6fcbf79-d59b-4bc6-9584-0f6d251ab947.png
Sketch,"Sketch is a vector-based tool used for desktop and mobile UI design, mockups and prototypes, and today it's considered an industry standard.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Sketch-d44618c5-c057-4fb8-9a07-d8148b84f4e8.png
Facebook CAPI,Facebook CAPI (Conversions API) is a Facebook advertising tool that allows businesses to send customer events directly to Facebook for tracking and optimization.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Facebook CAPI-f829cf52-17cb-4b19-bb9a-f62d26671fea.png
SendPulse,"SendPulse is a marketing automation platform that provides email marketing, SMS messaging, and other communication tools for businesses.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/SendPulse-ebd091cd-1ed0-42c3-a579-c63a200fd25d.png
